Name,Address,Municipality,Categories,Cuisine_Type,Rating,Rating_Band,Latitude,Longitude,Is_Halal,Is_Vegetarian,Is_Vegan,Has_Parking,Is_Family_Friendly,Is_Romantic,Has_Scenic_View,Has_Outdoor,Has_Wifi,Dominant_Topic,Topic_Label,Topic_1_Pct,Topic_2_Pct,Topic_3_Pct
Qalut Bistro - Restaurant & Catering,,Kampung Gong Limau,Halal Restaurant,Other,5.0,Excellent (≥4.5★),4.2395359,103.4177902,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Ayam Gepuk Pak Gembus,,Jalan Camar,Restaurant,Other,4.0,Very Good (≥4.0★),4.2222256,103.4207084,No,No,No,No,No,Yes,No,Yes,No,1,Overall Dining Experience,73.56,14.58,6.62
Mee Ikan Ayah Ku,,Kuala Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),4.239508,103.4440893,No,No,No,No,No,No,No,No,No,2,Traditional Malay Food,64.79,25.43,4.46
Restoran Asam Pedas Selera Kampung,,Kampung Geliga Besar,Malaysian Restaurant,Malay,5.0,Excellent (≥4.5★),4.1954047,103.434953999999,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Kedai Makan Teh Yah Nasi Dagang,,"1, Jalan Air Putih",Restaurant,Other,2.0,Below Average (<3.0★),4.2372554,103.413519999999,No,No,No,No,No,No,No,No,No,1,Overall Dining Experience,55.7,29.01,10.34
Mr Churros (Chukai),,Kampung Gong Limau,Hawker Stall,Malay,5.0,Excellent (≥4.5★),4.2398429,103.4197197,Yes,No,No,No,Yes,No,No,Yes,No,4,Malay Review Sentiment,55.92,22.85,6.59
Restoran Al-Baik,,Kampung Gong Limau,Restaurant,Other,4.0,Very Good (≥4.0★),4.239223,103.4218757,No,No,No,No,Yes,No,Yes,Yes,No,3,Location & Ambiance,59.73,27.36,8.44
Kedai Makan Ani Ton,,"No 2, Jalan Mutiara",Malaysian Restaurant,Malay,5.0,Excellent (≥4.5★),4.23067,103.3691229,Yes,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,89.53,3.0,2.16
Mcdonalds Caltex Chukai Dt,,Kampung Gong Pauh,Fast Food Restaurant,Fast Food,5.0,Excellent (≥4.5★),4.2294978,103.4200175,No,No,No,No,Yes,No,Yes,Yes,No,1,Overall Dining Experience,68.33,20.28,6.79
Banana Leaf Restaurant - Nasi Daun Pisang,,Kampung Jakar,Restaurant,Other,5.0,Excellent (≥4.5★),4.2233214,103.426744399999,No,Yes,No,No,Yes,No,No,Yes,No,6,Seafood & Local Snacks,71.97,19.65,4.72
Warung Bira Bukit,,Kemaman,Restaurant,Other,4.0,Very Good (≥4.0★),4.2383991,103.4110898,No,No,No,No,Yes,No,No,No,No,4,Malay Review Sentiment,73.04,18.34,2.82
Cik Kioh Kuih Muih Kmn Trg Malaysia.,,Kampung Cik Ibrahim Daud,Restaurant,Other,5.0,Excellent (≥4.5★),4.2306026,103.3691424,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,70.56,20.68,2.52
Abc Station,,Kampung Dusun Nyior,Ice Cream Shop,Cafe,5.0,Excellent (≥4.5★),4.2286185,103.428593299999,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,78.21,14.1,2.44
The Best Nasi Dagang Tuan Norlida Viral Sedap,,Kampung Geliga Kecil,Restaurant,Other,5.0,Excellent (≥4.5★),4.2228706,103.4381755,No,No,No,No,No,No,No,No,No,1,Overall Dining Experience,52.46,26.52,12.77
Domino'S Pizza,,Unknown,Pizza Restaurant,Western,4.0,Very Good (≥4.0★),4.224847,103.41999,No,No,No,No,Yes,No,No,Yes,No,1,Overall Dining Experience,76.08,19.04,2.18
Malaya Food Station,,Kampung Bukit Kuang,Coffee Shop,Cafe,3.0,Good (≥3.0★),4.2601472,103.4330567,No,No,No,Yes,Yes,No,No,Yes,No,4,Malay Review Sentiment,61.79,31.24,3.53
R&R Perasing Arah K.Terengganu,,E Coast Expy,Toll Road Rest Stop,Other,3.0,Good (≥3.0★),4.0179142,103.3130462,No,No,No,Yes,Yes,Yes,No,No,No,1,Overall Dining Experience,57.6,28.43,10.09
Pokdin Yong Tau Foo / Steamboat & Grill,,Kemaman,Restaurant,Other,5.0,Excellent (≥4.5★),4.2253596,103.4112767,No,No,No,Yes,No,No,No,No,No,4,Malay Review Sentiment,64.53,27.26,5.0
Ombok Cherating Surf Cafe,,Jalan Kampung Cherating Lama,Restaurant,Other,4.0,Very Good (≥4.0★),4.1266453,103.394882799999,No,No,No,No,No,No,No,No,No,6,Seafood & Local Snacks,55.44,26.57,10.93
Lily Tomyam,,Kuala Terengganu,Thai Restaurant,Thai,5.0,Excellent (≥4.5★),3.9970478,103.299029699999,No,No,No,No,No,No,No,No,No,6,Seafood & Local Snacks,62.86,11.29,8.1
"Bitsy Bakery, Gong Limau, Kemaman (Best Cake And Dessert In Kemaman)",,"1, Jalan Mak Chili",Bakery,Cafe,5.0,Excellent (≥4.5★),4.24449679999999,103.4160132,No,No,No,Yes,Yes,No,Yes,No,No,1,Overall Dining Experience,68.98,18.8,8.21
Warung Nasi Dagang Su Meh,,Kampung Bukit Mentok,Restaurant,Other,5.0,Excellent (≥4.5★),4.21224949999999,103.4002084,No,No,No,No,No,Yes,No,No,No,1,Overall Dining Experience,51.55,29.41,13.44
Warung D'Taping Kemasik,,Kemaman,Restaurant,Other,4.0,Very Good (≥4.0★),4.4287718,103.4549346,No,No,No,No,No,No,Yes,No,No,1,Overall Dining Experience,66.41,19.03,10.4
The Glaze By Hebak,,Kampung Meraga,Western Restaurant,Western,4.0,Very Good (≥4.0★),4.3741169,103.4561951,No,No,No,No,Yes,No,No,Yes,No,5,Western & Fusion Food,65.33,26.01,4.74
Raisya Nasi Kukus Ayam Berempah,,Kampung Kubang Kurus,Malaysian Restaurant,Malay,5.0,Excellent (≥4.5★),4.2297654,103.427567099999,Yes,No,No,No,No,No,No,No,No,5,Western & Fusion Food,66.32,22.62,3.61
Port Kopi Kaki Bukit Kg Geliga Pantai,,Kampung Geliga Kecil,Restaurant,Other,5.0,Excellent (≥4.5★),4.2186521,103.439648499999,No,No,No,Yes,No,No,Yes,No,No,4,Malay Review Sentiment,69.73,20.45,4.66
Mariah Corner,,Bandar Ceneh Baharu,Family Restaurant,Family,4.0,Very Good (≥4.0★),4.1423545,103.237794799999,No,No,No,No,No,No,No,No,No,2,Traditional Malay Food,76.05,19.42,1.56
"Hentian Mesra Corner, Kemasek",,Kemasek,Restaurant,Other,5.0,Excellent (≥4.5★),4.437779,103.4508635,No,No,No,Yes,No,No,No,No,No,2,Traditional Malay Food,48.97,35.2,8.25
Warung Mamayah,,Kawasan Perindustrian Jakar Ii,Restaurant,Other,5.0,Excellent (≥4.5★),4.2151423,103.423090699999,No,No,No,No,No,No,Yes,No,No,4,Malay Review Sentiment,67.47,24.58,5.3
Cahaya Mesra Seafood 4,,Kuala Terengganu,Restaurant,Other,3.0,Good (≥3.0★),4.3565461,103.4644227,No,No,No,Yes,No,No,No,No,No,6,Seafood & Local Snacks,62.79,26.93,7.62
Lukman Satay,,Kemaman,Restaurant,Other,3.0,Good (≥3.0★),4.2455891,103.406876099999,No,No,No,No,No,No,No,No,No,2,Traditional Malay Food,63.02,20.33,5.3
Al Safina Kijal Beach Resort & Restaurant,,Kemaman,Restaurant,Other,3.5,Good (≥3.0★),4.34746299999999,103.4777026,No,No,No,No,Yes,No,Yes,No,No,1,Overall Dining Experience,69.23,25.19,3.08
Hookah Mankha,,Kuala Terengganu,Family Restaurant,Family,5.0,Excellent (≥4.5★),4.2039894,103.4176004,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Keropok Lekor Cap Kapal 2,,Kuala Terengganu,Restaurant,Other,4.0,Very Good (≥4.0★),4.18221599999999,103.4276544,No,No,No,No,No,No,No,No,No,1,Overall Dining Experience,59.01,19.07,11.49
Club Med Cherating Rembulan Restaurant,,Bukit Cherating,Restaurant,Other,5.0,Excellent (≥4.5★),4.1309531,103.407004,No,No,No,No,Yes,Yes,Yes,No,No,1,Overall Dining Experience,59.18,32.3,5.82
Afc Malaysia,,Kemaman,Fried Chicken Takeaway,Other,5.0,Excellent (≥4.5★),4.381178,103.4541137,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Restoran Duyong,,Pahang,Restaurant,Other,4.0,Very Good (≥4.0★),4.1274822,103.392540599999,No,No,No,No,No,No,Yes,No,No,1,Overall Dining Experience,56.21,27.84,13.47
Kemaman Kopitiam Original,,"Sri Dagangan-2, Bussiness Centre",Cafe,Cafe,3.0,Good (≥3.0★),3.81700519999999,103.3310971,No,Yes,No,Yes,No,No,No,No,No,1,Overall Dining Experience,68.51,21.41,7.59
Mijeng Corner,,6,Malaysian Restaurant,Malay,4.0,Very Good (≥4.0★),4.24956559999999,103.4096149,Yes,No,No,Yes,No,No,No,No,No,4,Malay Review Sentiment,79.23,12.15,2.65
Air Jernih,,Kuala Terengganu,Cantonese Restaurant,Chinese,5.0,Excellent (≥4.5★),4.4081975,103.3955769,Yes,No,No,No,No,No,No,No,No,6,Seafood & Local Snacks,63.05,25.34,5.17
Resorts World Kijal,,Kampung Meraga Beris,Resort Hotel,Other,5.0,Excellent (≥4.5★),4.38854239999999,103.4558564,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,1,Overall Dining Experience,56.64,30.94,7.73
D&G Kijal Celup Tepung,,Kemaman,Restaurant,Other,5.0,Excellent (≥4.5★),4.33062309999999,103.489120899999,No,No,No,No,No,No,Yes,No,No,6,Seafood & Local Snacks,72.56,20.96,3.6
Rr Jabor Tomyam Kelapa Seafood,,"Mukim, Hulu Jabor",Restaurant,Other,1.0,Below Average (<3.0★),3.9589368,103.327740699999,No,No,No,No,No,No,No,No,No,1,Overall Dining Experience,74.16,12.02,5.82
Intan Seafood Restaurant,,Balok,Restaurant,Other,4.0,Very Good (≥4.0★),4.12347889999999,103.390453299999,No,No,No,No,Yes,No,Yes,No,No,6,Seafood & Local Snacks,64.53,23.37,8.56
D Cherating Cafe,,Kampung Baharu Cherating,Restaurant,Other,5.0,Excellent (≥4.5★),4.1016121,103.3811767,No,No,No,Yes,Yes,No,No,No,No,1,Overall Dining Experience,68.82,23.55,4.98
Restaurant Al-Safina,,Kemaman,Restaurant,Other,4.0,Very Good (≥4.0★),4.3476382,103.4779574,No,No,No,No,No,No,Yes,No,No,1,Overall Dining Experience,61.28,17.01,8.08
Kemaman Mee Ikan,,Taman Galing,Chinese Noodle Restaurant,Chinese,5.0,Excellent (≥4.5★),3.8199056,103.331361,No,No,No,Yes,No,Yes,No,No,No,6,Seafood & Local Snacks,75.76,15.98,4.68
Tokma Kitchen,,Kampung Baru,Restaurant,Other,4.0,Very Good (≥4.0★),4.4357722,103.451582,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,63.36,27.82,6.1
Saltwater Kopitiam,,Kemaman,Restaurant,Other,5.0,Excellent (≥4.5★),4.50198369999999,103.4429071,No,No,No,Yes,No,No,No,No,Yes,1,Overall Dining Experience,64.0,22.7,7.15
Yen Mokku Char Kuey Teow,,Kemaman,Malaysian Restaurant,Malay,5.0,Excellent (≥4.5★),4.4951935,103.4384554,Yes,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,74.65,7.27,5.21
Shell Perasing R&R,,Lpt,Gas Station,Other,5.0,Excellent (≥4.5★),4.02071099999999,103.313986,No,No,No,No,No,Yes,Yes,No,No,1,Overall Dining Experience,69.1,21.16,7.52
Cafila Cafe,,Bandar Seri,Restaurant,Other,2.0,Below Average (<3.0★),4.5012712,103.442550599999,No,No,Yes,Yes,No,No,No,No,No,5,Western & Fusion Food,57.79,27.53,8.26
Keropok Lekor Kamal (Pok Die) Cherating,,Kampung Baharu Cherating,Hawker Stall,Malay,5.0,Excellent (≥4.5★),4.0949072,103.3822038,Yes,No,No,No,No,No,Yes,Yes,No,6,Seafood & Local Snacks,72.76,18.31,5.55
Mcdonald'S Sri Kerteh Dt,,Kuala Terengganu,Fast Food Restaurant,Fast Food,5.0,Excellent (≥4.5★),4.506461,103.442883,No,No,No,No,No,No,Yes,No,No,1,Overall Dining Experience,73.17,18.18,5.32
Maa Buka Pintu & Warong D'Kampong,,Kemaman,Restaurant,Other,5.0,Excellent (≥4.5★),4.50766119999999,103.4358888,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Kfc Kijal,,"10, Persiaran Melor",Chicken Restaurant,Fast Food,5.0,Excellent (≥4.5★),4.3862896,103.453234299999,No,No,No,No,No,No,No,Yes,No,1,Overall Dining Experience,77.56,15.81,3.92
Keropok Lekor Pok Loh Kerteh,,Kemaman,Restaurant,Other,4.0,Very Good (≥4.0★),4.4869012,103.4407768,No,No,No,No,No,No,No,No,No,6,Seafood & Local Snacks,70.73,17.69,5.28
D Laksa Mesra Mall,,"Lot Fc 01 , Ground Floor Mesra Mall Lot",Fast Food Restaurant,Fast Food,5.0,Excellent (≥4.5★),4.4401522,103.4482513,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,56.33,33.43,7.13
Cherating Steakhouse Restaurant,,Kampung Alor Akar,Steak House,Western,1.0,Below Average (<3.0★),3.8337171,103.3493524,No,Yes,No,No,No,No,Yes,No,No,5,Western & Fusion Food,61.91,26.66,9.29
Sara Thai Kitchen Balok,,Kampung Cengal Lempung,Thai Restaurant,Thai,4.0,Very Good (≥4.0★),3.9264272,103.3669513,No,No,No,No,Yes,No,No,Yes,No,6,Seafood & Local Snacks,60.85,31.28,4.98
Cafe Joegolok Kerteh,,Kemaman,Restaurant,Other,5.0,Excellent (≥4.5★),4.5032061,103.4350987,No,No,No,Yes,Yes,No,No,No,No,1,Overall Dining Experience,53.0,29.55,12.78
Kupi Uncle Cafe,,Kemaman,Coffee Shop,Cafe,5.0,Excellent (≥4.5★),4.5169033,103.4477503,No,No,No,No,No,No,No,No,No,3,Location & Ambiance,71.62,22.49,2.42
Ez Noodle & Soup Corner,,Unknown,Malaysian Restaurant,Malay,5.0,Excellent (≥4.5★),4.4410611,103.448331,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Fbr Global Resources,,Kemaman,Consultant,Other,5.0,Excellent (≥4.5★),4.36926399999999,103.459774599999,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,85.08,4.35,3.05
Wok & Grill Cafe,,Bandar Baru,Restaurant,Other,4.0,Very Good (≥4.0★),4.50395849999999,103.4428125,No,No,No,Yes,Yes,No,No,No,No,5,Western & Fusion Food,70.44,24.41,2.84
Kedai Makan Sedap,,Kemaman,Restaurant,Other,5.0,Excellent (≥4.5★),4.36076649999999,103.4648287,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Itaewon House,,Persiaran Coast,Korean Restaurant,Korean,5.0,Excellent (≥4.5★),4.2473105,103.425309599999,No,No,No,No,No,No,No,No,No,5,Western & Fusion Food,61.22,23.02,13.74
Anjung Makan,,Taman Jakar Jaya,Restaurant,Other,5.0,Excellent (≥4.5★),4.2210332,103.421986199999,No,No,No,No,Yes,No,Yes,No,No,1,Overall Dining Experience,49.06,30.42,12.02
Disemai Restaurant,,Kemaman,Thai Restaurant,Thai,5.0,Excellent (≥4.5★),4.2631245,103.4318766,No,No,No,Yes,No,No,Yes,No,No,4,Malay Review Sentiment,69.79,20.47,3.54
Singgah E-Rup Tom Yum,,Kampung Mak Cili Paya,Restaurant,Other,5.0,Excellent (≥4.5★),4.2470932,103.406438799999,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Ayahwan Ikan Bakar,,Kampung Kubang Kurus,Restaurant,Other,5.0,Excellent (≥4.5★),4.22755999999999,103.4206619,No,No,No,Yes,Yes,No,No,No,No,1,Overall Dining Experience,58.78,31.97,5.36
Fika Stall,,Kampung Telaga Papan,Malaysian Restaurant,Malay,5.0,Excellent (≥4.5★),4.5138786,103.4457322,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Seaba Seafood,,Jln Beserah,Seafood Restaurant,Seafood,5.0,Excellent (≥4.5★),3.8909352,103.3664878,No,No,No,Yes,No,No,Yes,Yes,No,6,Seafood & Local Snacks,56.83,24.98,14.03
Our House Restaurant,,Bandar Baru,Restaurant,Other,5.0,Excellent (≥4.5★),4.5037971,103.4440848,No,No,No,No,Yes,Yes,No,No,No,1,Overall Dining Experience,59.76,27.93,9.61
Gerai Santap Nasi Dagang Istana,,Kampung Dato' Ibrahim Fikri,Malaysian Restaurant,Malay,5.0,Excellent (≥4.5★),4.2035802,103.4361656,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Jomo Eatery Kuala Nerus,,Taman Tembesu Perdana,Restaurant,Other,5.0,Excellent (≥4.5★),5.3523724,103.0991068,No,Yes,No,Yes,No,No,Yes,No,No,5,Western & Fusion Food,59.39,26.7,10.52
Nasi Ayam Legasi Gong Badak,,Jalan Gong Badak,Chicken Restaurant,Fast Food,5.0,Excellent (≥4.5★),5.3692708,103.0873463,No,No,No,No,No,No,No,No,No,1,Overall Dining Experience,48.4,32.72,11.99
"Warung Pok Choh (Pitstop 21300, Kuala Nerus)",,Kampung Telaga Batin,Restaurant,Other,4.0,Very Good (≥4.0★),5.38533749999999,103.1119265,No,No,No,Yes,No,No,No,No,No,2,Traditional Malay Food,48.66,31.75,13.5
Selera Dd,,Unknown,Lunch Restaurant,Malay,5.0,Excellent (≥4.5★),5.3792387,103.0827996,Yes,No,No,Yes,No,No,No,No,No,1,Overall Dining Experience,82.09,4.72,4.01
Tc Steak House,,Kampung Wakaf Tembesu,Barbecue Restaurant,BBQ,5.0,Excellent (≥4.5★),5.3597614,103.0927803,No,No,No,No,No,Yes,No,No,No,5,Western & Fusion Food,63.26,32.11,2.64
The Nelang Cafe,,Jalan,Restaurant,Other,5.0,Excellent (≥4.5★),5.3808884,103.0811938,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,1,Overall Dining Experience,57.08,28.02,9.48
Warung Cikgu,,Gong Badak,Western Restaurant,Western,1.0,Below Average (<3.0★),5.3938447,103.082822499999,No,No,No,No,Yes,No,No,Yes,No,1,Overall Dining Experience,66.1,21.96,6.35
Bb Seafood Garden,,"Lot 16477, Jalan Gong Badak",Seafood Restaurant,Seafood,4.0,Very Good (≥4.0★),5.392608,103.081667099999,No,No,No,No,No,No,No,Yes,No,6,Seafood & Local Snacks,64.26,25.33,6.08
Uptown Kontena,,Kg.Tok Jembal,Restaurant,Other,5.0,Excellent (≥4.5★),5.39828269999999,103.103204499999,No,No,No,Yes,Yes,Yes,Yes,No,No,1,Overall Dining Experience,54.94,27.64,14.34
Nasi Arab Anwaar Al-Yaman,,Kampung Tok Jembal,Middle Eastern Restaurant,Middle Eastern,5.0,Excellent (≥4.5★),5.38861709999999,103.098588499999,Yes,Yes,No,No,No,No,No,Yes,No,1,Overall Dining Experience,75.82,17.27,3.51
Warung Aina (1),,Kampung Wakaf Tembesu,Malaysian Restaurant,Malay,4.0,Very Good (≥4.0★),5.3698193,103.0868296,Yes,No,No,Yes,Yes,No,No,No,No,1,Overall Dining Experience,59.29,25.28,9.98
Kedai Nasi Dagang Kubang Badak,,"7513, Jln",Restaurant,Other,5.0,Excellent (≥4.5★),5.4026897,103.0909446,No,No,No,Yes,No,No,Yes,No,No,1,Overall Dining Experience,58.77,26.6,6.79
Drumoh Pata,,Kuala Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),5.41911519999999,103.0820292,No,No,No,Yes,Yes,Yes,Yes,Yes,No,3,Location & Ambiance,68.92,17.61,8.37
Makang Makang,,Kampung Banggul Pauh,Restaurant,Other,5.0,Excellent (≥4.5★),5.3527391,103.1165997,No,Yes,No,No,No,No,Yes,Yes,No,1,Overall Dining Experience,56.83,26.71,13.1
"Warung Dek, Batu Enam",,"104 A, Jalan Kelantan",Malaysian Restaurant,Malay,3.0,Good (≥3.0★),5.343172,103.0911635,Yes,No,No,No,No,No,No,No,No,3,Location & Ambiance,59.05,28.03,6.42
Dapur Halwa (Roti Bakar & Kopi),,Kampung Padang Nenas,Restaurant,Other,5.0,Excellent (≥4.5★),5.4072619,103.068444399999,No,No,No,No,Yes,No,No,No,No,1,Overall Dining Experience,70.36,18.23,4.47
Restoranharraz,,Kampung Banggul Tiang Kulat,Restaurant,Other,4.0,Very Good (≥4.0★),5.35643279999999,103.0966567,No,No,No,No,No,No,No,No,No,1,Overall Dining Experience,60.62,23.46,7.6
Warung Bintang Baru,,Kuala Terengganu,Malaysian Restaurant,Malay,5.0,Excellent (≥4.5★),5.35265879999999,103.094293,Yes,No,No,No,No,No,No,No,No,1,Overall Dining Experience,74.78,15.63,2.91
Kedai Makan Kak Nah,,Kampung Wakaf Tembesu,Restaurant,Other,5.0,Excellent (≥4.5★),5.37220729999999,103.085264299999,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,69.36,19.36,6.83
Sofiyya Bistro,,Kampung Baru Seberang Takir,Restaurant,Other,1.0,Below Average (<3.0★),5.36078039999999,103.1274588,No,No,No,Yes,Yes,No,Yes,No,No,1,Overall Dining Experience,54.78,32.25,8.1
Inn Roti Canai & Nasi,,Kampung Banggul Tiang Kulat,Restaurant,Other,5.0,Excellent (≥4.5★),5.3545513,103.095214599999,No,No,No,Yes,No,No,No,No,No,4,Malay Review Sentiment,73.23,17.58,5.66
Restoran Montona,,Kuala Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),5.3654226,103.0893535,No,No,No,No,No,No,No,No,No,6,Seafood & Local Snacks,59.0,23.07,12.14
Hr Mee Champa Gong Badak,,Kuala Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),5.3561784,103.094781,No,No,No,Yes,No,Yes,No,Yes,No,1,Overall Dining Experience,67.09,23.41,4.7
Laman Selera Unisza,,Kuala Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),5.39740259999999,103.077876199999,No,No,No,No,No,No,No,No,No,1,Overall Dining Experience,63.9,22.37,6.35
Patin Vs Baung Tempoyak Bajet Kuala Nerus,,Kuala Terengganu,Lunch Restaurant,Malay,5.0,Excellent (≥4.5★),5.3478498,103.118463999999,Yes,No,No,No,No,No,No,No,No,2,Traditional Malay Food,80.71,5.81,4.1
Kedai Makan Selera Timur Kak Zah,,Kampung Banggul Tiang Kulat,Malaysian Restaurant,Malay,5.0,Excellent (≥4.5★),5.35469339999999,103.095102,Yes,No,No,No,No,No,No,No,No,2,Traditional Malay Food,81.88,5.36,3.84
Pakmat Western,,8585,Restaurant,Other,5.0,Excellent (≥4.5★),5.33824329999999,103.0818072,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,74.84,10.79,4.41
Bo'S Cafe Awok Iter,,Kampung Gong Badak,Restaurant,Other,4.0,Very Good (≥4.0★),5.35670229999999,103.0967483,No,Yes,No,No,Yes,No,Yes,No,No,1,Overall Dining Experience,70.74,19.85,4.96
Keropok Lekor Padang Air,,Kampung Padang Air,Restaurant,Other,5.0,Excellent (≥4.5★),5.3502277,103.0753455,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,76.5,13.98,3.06
Warung Al-Kauthar Nasi Dagang,,Kampung Wakaf Tembesu,Family Restaurant,Family,5.0,Excellent (≥4.5★),5.35497779999999,103.095073,No,No,No,Yes,No,No,No,No,No,2,Traditional Malay Food,72.27,20.0,2.97
Lowstaq Station,,Kampung Wakaf Tembesu,Restaurant,Other,5.0,Excellent (≥4.5★),5.36049029999999,103.098382,No,No,No,No,No,No,No,No,No,5,Western & Fusion Food,48.31,27.44,14.5
Restoran Dbaung,,Kuala Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),5.3397035,103.103346,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Warung Nasi Dagang Aroma Hz,,Kuala Terengganu,Asian Restaurant,Asian,5.0,Excellent (≥4.5★),5.38176649999999,103.0972759,No,No,No,Yes,No,Yes,No,No,No,1,Overall Dining Experience,56.37,25.67,13.18
Nasi Kandar Nur Salam Trg,,Jalan Kelantan,Restaurant,Other,5.0,Excellent (≥4.5★),5.3506692,103.0745299,No,No,No,Yes,No,No,No,No,No,4,Malay Review Sentiment,69.17,19.41,3.73
Payang Corner,,Kampung Batu Enam,Restaurant,Other,5.0,Excellent (≥4.5★),5.34537679999999,103.092284999999,No,No,No,No,Yes,No,No,Yes,No,5,Western & Fusion Food,59.94,26.44,9.55
Rumah Makan Mek,,Kuala Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),5.40362739999999,103.0701648,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,85.6,7.25,2.06
Kedai Makan Wan Sabil,,Kuala Terengganu,Restaurant,Other,4.0,Very Good (≥4.0★),5.34790419999999,103.134896599999,No,No,No,No,No,No,No,No,No,3,Location & Ambiance,62.44,23.9,7.98
The Brasseries,,Kampung Banggul,Western Restaurant,Western,4.0,Very Good (≥4.0★),5.3350938,103.1348692,No,No,No,No,No,No,No,No,No,1,Overall Dining Experience,74.11,21.16,1.98
Mr Adib Food House,,Kampung Tok Jembal,Malaysian Restaurant,Malay,5.0,Excellent (≥4.5★),5.3963361,103.0940656,Yes,No,No,No,Yes,No,No,Yes,No,1,Overall Dining Experience,68.13,19.55,7.59
Kepok Ori Mat Adang,,Kampung Bukit Tok Beng,Fast Food Restaurant,Fast Food,4.0,Very Good (≥4.0★),5.3528027,103.1163746,No,No,No,No,No,No,Yes,No,No,4,Malay Review Sentiment,71.56,20.13,4.7
Dera Chicken Chop Maggi Power,,Kuala Terengganu,Asian Restaurant,Asian,5.0,Excellent (≥4.5★),5.3440714,103.0960485,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,42.86,29.58,23.43
Roti Canai Walid Adeera,,Kuala Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),5.3449323,103.1202769,No,No,No,No,Yes,No,No,No,No,4,Malay Review Sentiment,82.76,8.9,2.52
Asak Smokehouse,,Jalan Kelantan,Restaurant,Other,4.0,Very Good (≥4.0★),5.30927969999999,103.0977492,No,No,No,Yes,No,No,Yes,No,No,5,Western & Fusion Food,79.71,13.89,4.35
Chicken Dance ( Rimba Square),,Taman Desa Jaya,Fast Food Restaurant,Fast Food,5.0,Excellent (≥4.5★),5.349926,103.1008109,No,No,No,No,No,No,No,No,No,1,Overall Dining Experience,74.57,14.66,3.97
Mcdonald'S Gong Badak Dt,,Jalan Gong Badak,Fast Food Restaurant,Fast Food,5.0,Excellent (≥4.5★),5.3982414,103.0850207,No,No,No,Yes,Yes,No,No,No,No,1,Overall Dining Experience,62.52,21.81,9.69
Nurqaseh Chicken Chop,,Kampung Teluk Ketapang,Restaurant,Other,5.0,Excellent (≥4.5★),5.3632699,103.123336799999,No,No,No,No,Yes,No,No,No,No,1,Overall Dining Experience,83.02,10.56,2.55
Warung Kak Siti,,Kuala Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),5.4178083,103.064449599999,No,No,No,No,No,No,No,No,No,3,Location & Ambiance,66.04,29.51,1.65
129 Tok Jiring = Kedai Nasi Arab Taiba,,Kampung Tok Jiring,Restaurant,Other,5.0,Excellent (≥4.5★),5.3478498,103.0818338,No,No,No,No,No,No,No,No,No,1,Overall Dining Experience,78.99,12.9,3.43
